win = 367, tie = 53, loss = 226
win = 368, tie = 53, loss = 226
win = 369, tie = 53, loss = 226
win = 369, tie = 53, loss = 227
win = 370, tie = 53, loss = 227
win = 370, tie = 53, loss = 228
win = 371, tie = 53, loss = 228
win = 371, tie = 54, loss = 228
win = 371, tie = 54, loss = 229
win = 372, tie = 54, loss = 229
win = 372, tie = 54, loss = 230
win = 373, tie = 54, loss = 230
win = 374, tie = 54, loss = 230
win = 375, tie = 54, loss = 230
win = 375, tie = 54, loss = 231
win = 375, tie = 54, loss = 232
win = 376, tie = 54, loss = 232
win = 377, tie = 54, loss = 232
win = 377, tie = 55, loss = 232
win = 378, tie = 55, loss = 232
win = 379, tie = 55, loss = 232
win = 379, tie = 55, loss = 233
win = 380, tie = 55, loss = 233
win = 381, tie = 55, loss = 233
win = 381, tie = 55, loss = 234
win = 382, tie = 55, loss = 234
win = 383, tie = 55, loss = 234
win = 384, tie = 55, loss = 234
win = 384, tie = 55, loss = 235
win = 385, tie = 55, loss = 235
win = 386, tie = 55, loss = 235
win = 387, tie = 55, loss = 235
win = 388, tie = 55, loss = 235
win = 389, tie = 55, loss = 235
win = 390, tie = 55, loss = 235
win = 391, tie = 55, loss = 235
win = 392, tie = 55, loss = 235
win = 393, tie = 55, loss = 235
win = 394, tie = 55, loss = 235
win = 395, tie = 55, loss = 235
win = 395, tie = 55, loss = 236
win = 396, tie = 55, loss = 236
win = 397, tie = 55, loss = 236
win = 398, tie = 55, loss = 236
win = 398, tie = 56, loss = 236
win = 399, tie = 56, loss = 236
win = 400, tie = 56, loss = 236
win = 401, tie = 56, loss = 236
win = 401, tie = 57, loss = 236
win = 401, tie = 57, loss = 237
win = 402, tie = 57, loss = 237
win = 403, tie = 57, loss = 237
win = 404, tie = 57, loss = 237
win = 405, tie = 57, loss = 237
win = 405, tie = 57, loss = 238
win = 405, tie = 57, loss = 239
win = 405, tie = 57, loss = 240
win = 406, tie = 57, loss = 240
win = 407, tie = 57, loss = 240
win = 408, tie = 57, loss = 240
win = 408, tie = 57, loss = 241
win = 409, tie = 57, loss = 241
win = 410, tie = 57, loss = 241
win = 411, tie = 57, loss = 241
win = 412, tie = 57, loss = 241
win = 412, tie = 57, loss = 242
win = 412, tie = 57, loss = 243
win = 413, tie = 57, loss = 243
win = 413, tie = 57, loss = 244
win = 414, tie = 57, loss = 244
win = 415, tie = 57, loss = 244
win = 416, tie = 57, loss = 244
win = 416, tie = 58, loss = 244
win = 417, tie = 58, loss = 244
win = 417, tie = 58, loss = 245
win = 417, tie = 58, loss = 246
win = 417, tie = 59, loss = 246
win = 418, tie = 59, loss = 246
win = 419, tie = 59, loss = 246
win = 420, tie = 59, loss = 246
win = 420, tie = 59, loss = 247
win = 420, tie = 59, loss = 248
win = 421, tie = 59, loss = 248
win = 422, tie = 59, loss = 248
win = 422, tie = 59, loss = 249
win = 423, tie = 59, loss = 249
win = 423, tie = 59, loss = 250
win = 424, tie = 59, loss = 250
win = 425, tie = 59, loss = 250
win = 425, tie = 59, loss = 251
win = 426, tie = 59, loss = 251
win = 427, tie = 59, loss = 251
win = 428, tie = 59, loss = 251
win = 428, tie = 59, loss = 252
win = 429, tie = 59, loss = 252
win = 430, tie = 59, loss = 252
win = 430, tie = 59, loss = 253
win = 430, tie = 59, loss = 254
win = 431, tie = 59, loss = 254
win = 431, tie = 59, loss = 255
win = 431, tie = 59, loss = 256
win = 432, tie = 59, loss = 256
win = 432, tie = 59, loss = 257
win = 433, tie = 59, loss = 257
win = 434, tie = 59, loss = 257
win = 434, tie = 59, loss = 258
win = 434, tie = 60, loss = 258
win = 434, tie = 61, loss = 258
win = 435, tie = 61, loss = 258
win = 435, tie = 61, loss = 259
win = 436, tie = 61, loss = 259
win = 436, tie = 61, loss = 260
win = 437, tie = 61, loss = 260
win = 438, tie = 61, loss = 260
win = 438, tie = 61, loss = 261
win = 438, tie = 61, loss = 262
win = 438, tie = 61, loss = 263
win = 438, tie = 61, loss = 264
win = 438, tie = 61, loss = 265
win = 439, tie = 61, loss = 265
win = 440, tie = 61, loss = 265
win = 440, tie = 61, loss = 266
win = 441, tie = 61, loss = 266
win = 442, tie = 61, loss = 266
win = 442, tie = 61, loss = 267
win = 442, tie = 62, loss = 267
win = 443, tie = 62, loss = 267
win = 443, tie = 63, loss = 267
win = 444, tie = 63, loss = 267
win = 445, tie = 63, loss = 267
win = 446, tie = 63, loss = 267
win = 446, tie = 63, loss = 268
win = 447, tie = 63, loss = 268
win = 448, tie = 63, loss = 268
win = 448, tie = 63, loss = 269
win = 449, tie = 63, loss = 269
win = 449, tie = 63, loss = 270
win = 449, tie = 64, loss = 270
win = 450, tie = 64, loss = 270
win = 450, tie = 64, loss = 271
win = 450, tie = 64, loss = 272
win = 450, tie = 65, loss = 272
win = 451, tie = 65, loss = 272
win = 451, tie = 65, loss = 273
win = 451, tie = 65, loss = 274
win = 452, tie = 65, loss = 274
win = 453, tie = 65, loss = 274
win = 454, tie = 65, loss = 274
win = 455, tie = 65, loss = 274
win = 456, tie = 65, loss = 274
win = 456, tie = 66, loss = 274
win = 456, tie = 66, loss = 275
win = 457, tie = 66, loss = 275
win = 458, tie = 66, loss = 275
win = 458, tie = 67, loss = 275
win = 458, tie = 67, loss = 276
win = 458, tie = 67, loss = 277
win = 458, tie = 67, loss = 278
win = 459, tie = 67, loss = 278
win = 460, tie = 67, loss = 278
win = 460, tie = 67, loss = 279
win = 460, tie = 68, loss = 279
win = 461, tie = 68, loss = 279
win = 461, tie = 68, loss = 280
win = 462, tie = 68, loss = 280
win = 463, tie = 68, loss = 280
win = 464, tie = 68, loss = 280
win = 465, tie = 68, loss = 280
win = 465, tie = 68, loss = 281
win = 465, tie = 68, loss = 282
win = 465, tie = 69, loss = 282
win = 466, tie = 69, loss = 282
win = 467, tie = 69, loss = 282
win = 467, tie = 69, loss = 283
win = 468, tie = 69, loss = 283
win = 469, tie = 69, loss = 283
win = 469, tie = 70, loss = 283
win = 470, tie = 70, loss = 283
win = 470, tie = 70, loss = 284
win = 470, tie = 70, loss = 285
win = 471, tie = 70, loss = 285
win = 472, tie = 70, loss = 285
win = 472, tie = 70, loss = 286
win = 472, tie = 70, loss = 287
win = 472, tie = 70, loss = 288
win = 473, tie = 70, loss = 288
win = 474, tie = 70, loss = 288
win = 474, tie = 70, loss = 289
win = 475, tie = 70, loss = 289
win = 476, tie = 70, loss = 289
win = 476, tie = 70, loss = 290
win = 477, tie = 70, loss = 290
win = 478, tie = 70, loss = 290
win = 479, tie = 70, loss = 290
win = 479, tie = 70, loss = 291
win = 480, tie = 70, loss = 291
win = 481, tie = 70, loss = 291
win = 481, tie = 70, loss = 292
win = 481, tie = 70, loss = 293
win = 481, tie = 70, loss = 294
win = 481, tie = 70, loss = 295
win = 481, tie = 70, loss = 296
win = 482, tie = 70, loss = 296
win = 482, tie = 70, loss = 297
win = 483, tie = 70, loss = 297
win = 483, tie = 70, loss = 298
win = 484, tie = 70, loss = 298
win = 485, tie = 70, loss = 298
win = 485, tie = 70, loss = 299
win = 486, tie = 70, loss = 299
win = 486, tie = 70, loss = 300
win = 487, tie = 70, loss = 300
win = 487, tie = 70, loss = 301
win = 488, tie = 70, loss = 301
win = 489, tie = 70, loss = 301
win = 490, tie = 70, loss = 301
win = 491, tie = 70, loss = 301
win = 491, tie = 70, loss = 302
win = 492, tie = 70, loss = 302
win = 492, tie = 70, loss = 303
win = 493, tie = 70, loss = 303
win = 493, tie = 70, loss = 304
win = 494, tie = 70, loss = 304
win = 494, tie = 70, loss = 305
win = 494, tie = 70, loss = 306
win = 495, tie = 70, loss = 306
win = 495, tie = 70, loss = 307
win = 496, tie = 70, loss = 307
win = 496, tie = 70, loss = 308
win = 497, tie = 70, loss = 308
win = 498, tie = 70, loss = 308
win = 499, tie = 70, loss = 308
win = 500, tie = 70, loss = 308
win = 501, tie = 70, loss = 308
win = 502, tie = 70, loss = 308
win = 502, tie = 71, loss = 308
win = 502, tie = 71, loss = 309
win = 502, tie = 71, loss = 310
win = 502, tie = 71, loss = 311
win = 502, tie = 71, loss = 312
win = 503, tie = 71, loss = 312
win = 504, tie = 71, loss = 312
win = 505, tie = 71, loss = 312
win = 506, tie = 71, loss = 312
win = 506, tie = 71, loss = 313
win = 506, tie = 71, loss = 314
win = 506, tie = 71, loss = 315
win = 506, tie = 71, loss = 316
win = 507, tie = 71, loss = 316
win = 508, tie = 71, loss = 316
win = 509, tie = 71, loss = 316
win = 510, tie = 71, loss = 316
win = 510, tie = 72, loss = 316
win = 511, tie = 72, loss = 316
win = 511, tie = 72, loss = 317
win = 512, tie = 72, loss = 317
win = 513, tie = 72, loss = 317
win = 514, tie = 72, loss = 317
win = 514, tie = 72, loss = 318
win = 514, tie = 72, loss = 319
win = 514, tie = 73, loss = 319
win = 515, tie = 73, loss = 319
win = 515, tie = 73, loss = 320
win = 516, tie = 73, loss = 320
win = 517, tie = 73, loss = 320
win = 517, tie = 73, loss = 321
win = 518, tie = 73, loss = 321
win = 519, tie = 73, loss = 321
win = 519, tie = 73, loss = 322
win = 520, tie = 73, loss = 322
win = 521, tie = 73, loss = 322
win = 522, tie = 73, loss = 322
win = 523, tie = 73, loss = 322
win = 524, tie = 73, loss = 322
win = 525, tie = 73, loss = 322
win = 526, tie = 73, loss = 322
win = 527, tie = 73, loss = 322
win = 528, tie = 73, loss = 322
win = 529, tie = 73, loss = 322
win = 529, tie = 73, loss = 323
win = 530, tie = 73, loss = 323
win = 531, tie = 73, loss = 323
win = 532, tie = 73, loss = 323
win = 532, tie = 73, loss = 324
win = 533, tie = 73, loss = 324
win = 534, tie = 73, loss = 324
win = 534, tie = 74, loss = 324
win = 535, tie = 74, loss = 324
win = 536, tie = 74, loss = 324
win = 536, tie = 74, loss = 325
win = 537, tie = 74, loss = 325
win = 537, tie = 74, loss = 326
win = 538, tie = 74, loss = 326
win = 538, tie = 74, loss = 327
win = 539, tie = 74, loss = 327
win = 539, tie = 74, loss = 328
win = 539, tie = 74, loss = 329
win = 540, tie = 74, loss = 329
win = 540, tie = 74, loss = 330
win = 541, tie = 74, loss = 330
win = 541, tie = 75, loss = 330
win = 542, tie = 75, loss = 330
win = 543, tie = 75, loss = 330
win = 544, tie = 75, loss = 330
win = 544, tie = 76, loss = 330
win = 544, tie = 76, loss = 331
win = 545, tie = 76, loss = 331
win = 545, tie = 76, loss = 332
win = 545, tie = 76, loss = 333
win = 546, tie = 76, loss = 333
win = 547, tie = 76, loss = 333
win = 547, tie = 76, loss = 334
win = 547, tie = 76, loss = 335
win = 548, tie = 76, loss = 335
win = 548, tie = 76, loss = 336
win = 548, tie = 77, loss = 336
win = 548, tie = 77, loss = 337
win = 548, tie = 77, loss = 338
win = 549, tie = 77, loss = 338
win = 550, tie = 77, loss = 338
win = 550, tie = 77, loss = 339
win = 551, tie = 77, loss = 339
win = 552, tie = 77, loss = 339
win = 552, tie = 77, loss = 340
win = 552, tie = 77, loss = 341
win = 553, tie = 77, loss = 341
win = 554, tie = 77, loss = 341
win = 554, tie = 77, loss = 342
win = 555, tie = 77, loss = 342
win = 556, tie = 77, loss = 342
win = 556, tie = 77, loss = 343
win = 556, tie = 77, loss = 344
win = 557, tie = 77, loss = 344
win = 558, tie = 77, loss = 344
win = 558, tie = 77, loss = 345
win = 558, tie = 77, loss = 346
win = 559, tie = 77, loss = 346
win = 559, tie = 77, loss = 347
win = 559, tie = 77, loss = 348
win = 560, tie = 77, loss = 348
win = 561, tie = 77, loss = 348
win = 562, tie = 77, loss = 348
win = 562, tie = 77, loss = 349
win = 562, tie = 77, loss = 350
win = 562, tie = 77, loss = 351
win = 563, tie = 77, loss = 351
win = 563, tie = 77, loss = 352
win = 564, tie = 77, loss = 352
win = 565, tie = 77, loss = 352
win = 565, tie = 77, loss = 353
win = 566, tie = 77, loss = 353
win = 567, tie = 77, loss = 353
win = 568, tie = 77, loss = 353
win = 569, tie = 77, loss = 353
win = 570, tie = 77, loss = 353
==============As second move====================
win = 570, tie = 77, loss = 353
